"文件","类别","批次","状态","说明","原图宽","原图高","原始来源"
"03-拆分素材/f9d7e05dfa-S02-v09-E12-发型标签.png","03-拆分素材","S02-人物特征·双语标签-v09-素材-e9ebf3","历史拆分／按批次辨认","保留历史批次与尺寸；透明、坐标和遮挡缺项按原说明判断。","409","152","/Users/zimu/Documents/ChatGPT/分镜Skill测试/remotion-assets/分镜Skill测试/S02-人物特征·双语标签-v09-素材-e9ebf3/02-elements/S02-v09-E12-发型标签.png"
"03-拆分素材/ca5d5ea0d3-S02-v09-E13-服装标签.png","03-拆分素材","S02-人物特征·双语标签-v09-素材-e9ebf3","历史拆分／按批次辨认","保留历史批次与尺寸；透明、坐标和遮挡缺项按原说明判断。","409","153","/Users/zimu/Documents/ChatGPT/分镜Skill测试/remotion-assets/分镜Skill测试/S02-人物特征·双语标签-v09-素材-e9ebf3/02-elements/S02-v09-E13-服装标签.png"
"03-拆分素材/f8145aacb0-S02-v09-E14-身材标签.png","03-拆分素材","S02-人物特征·双语标签-v09-素材-e9ebf3","历史拆分／按批次辨认","保留历史批次与尺寸；透明、坐标和遮挡缺项按原说明判断。","408","153","/Users/zimu/Documents/ChatGPT/分镜Skill测试/remotion-assets/分镜Skill测试/S02-人物特征·双语标签-v09-素材-e9ebf3/02-elements/S02-v09-E14-身材标签.png"
"03-拆分素材/ff09704329-S02-v09-E15-泪痣标签.png","03-拆分素材","S02-人物特征·双语标签-v09-素材-e9ebf3","历史拆分／按批次辨认","保留历史批次与尺寸；透明、坐标和遮挡缺项按原说明判断。","409","153","/Users/zimu/Documents/ChatGPT/分镜Skill测试/remotion-assets/分镜Skill测试/S02-人物特征·双语标签-v09-素材-e9ebf3/02-elements/S02-v09-E15-泪痣标签.png"
"03-拆分素材/990651dd1f-S02-v09-E16-卷毛标签.png","03-拆分素材","S02-人物特征·双语标签-v09-素材-e9ebf3","历史拆分／按批次辨认","保留历史批次与尺寸；透明、坐标和遮挡缺项按原说明判断。","409","153","/Users/zimu/Documents/ChatGPT/分镜Skill测试/remotion-assets/分镜Skill测试/S02-人物特征·双语标签-v09-素材-e9ebf3/02-elements/S02-v09-E16-卷毛标签.png"
"03-拆分素材/84cfbe8873-S02-v09-E17-断眉标签.png","03-拆分素材","S02-人物特征·双语标签-v09-素材-e9ebf3","历史拆分／按批次辨认","保留历史批次与尺寸；透明、坐标和遮挡缺项按原说明判断。","408","153","/Users/zimu/Documents/ChatGPT/分镜Skill测试/remotion-assets/分镜Skill测试/S02-人物特征·双语标签-v09-素材-e9ebf3/02-elements/S02-v09-E17-断眉标签.png"
"03-拆分素材/88fa899e54-S02-v09-E18-眉眼标签.png","03-拆分素材","S02-人物特征·双语标签-v09-素材-e9ebf3","历史拆分／按批次辨认","保留历史批次与尺寸；透明、坐标和遮挡缺项按原说明判断。","409","153","/Users/zimu/Documents/ChatGPT/分镜Skill测试/remotion-assets/分镜Skill测试/S02-人物特征·双语标签-v09-素材-e9ebf3/02-elements/S02-v09-E18-眉眼标签.png"
"03-拆分素材/befdbc97e3-S02-v09-E19-鼻子标签.png","03-拆分素材","S02-人物特征·双语标签-v09-素材-e9ebf3","历史拆分／按批次辨认","保留历史批次与尺寸；透明、坐标和遮挡缺项按原说明判断。","409","151","/Users/zimu/Documents/ChatGPT/分镜Skill测试/remotion-assets/分镜Skill测试/S02-人物特征·双语标签-v09-素材-e9ebf3/02-elements/S02-v09-E19-鼻子标签.png"
"03-拆分素材/eec6b7a0fb-S02-v09-E20-嘴巴标签.png","03-拆分素材","S02-人物特征·双语标签-v09-素材-e9ebf3","历史拆分／按批次辨认","保留历史批次与尺寸；透明、坐标和遮挡缺项按原说明判断。","409","151","/Users/zimu/Documents/ChatGPT/分镜Skill测试/remotion-assets/分镜Skill测试/S02-人物特征·双语标签-v09-素材-e9ebf3/02-elements/S02-v09-E20-嘴巴标签.png"
"03-拆分素材/68bab3f70b-S02-v04-E01-黑石底板-重建原图.png","03-拆分素材","S02-匠心系列·课程目录-v04-素材-b21d12","历史拆分／按批次辨认","保留历史批次与尺寸；透明、坐标和遮挡缺项按原说明判断。","1448","1086","/Users/zimu/Documents/ChatGPT/分镜Skill测试/remotion-assets/分镜Skill测试/S02-匠心系列·课程目录-v04-素材-b21d12/01-sources/S02-v04-E01-黑石底板-重建原图.png
/Users/zimu/.codex/generated_images/01a099de-c284-79f1-880e-eff4ad216875/exec-0296cea8-440d-4612-9603-1b7517ff3d92.png"
"03-拆分素材/d7017e6e2a-S02-v04-E02-主标题-子牧AI视频匠心系列.png","03-拆分素材","S02-匠心系列·课程目录-v04-素材-b21d12","历史拆分／按批次辨认","保留历史批次与尺寸；透明、坐标和遮挡缺项按原说明判断。","489","71","/Users/zimu/Documents/ChatGPT/分镜Skill测试/remotion-assets/分镜Skill测试/S02-匠心系列·课程目录-v04-素材-b21d12/02-elements/S02-v04-E02-主标题-子牧AI视频匠心系列.png"
"03-拆分素材/ee04539c38-S02-v04-E03-模块一-分镜设计-卡片整体.png","03-拆分素材","S02-匠心系列·课程目录-v04-素材-b21d12","历史拆分／按批次辨认","保留历史批次与尺寸；透明、坐标和遮挡缺项按原说明判断。","422","329","/Users/zimu/Documents/ChatGPT/分镜Skill测试/remotion-assets/分镜Skill测试/S02-匠心系列·课程目录-v04-素材-b21d12/02-elements/S02-v04-E03-模块一-分镜设计-卡片整体.png"
"03-拆分素材/f9f3623238-S02-v04-E04-模块二-美术设定-卡片整体.png","03-拆分素材","S02-匠心系列·课程目录-v04-素材-b21d12","历史拆分／按批次辨认","保留历史批次与尺寸；透明、坐标和遮挡缺项按原说明判断。","426","329","/Users/zimu/Documents/ChatGPT/分镜Skill测试/remotion-assets/分镜Skill测试/S02-匠心系列·课程目录-v04-素材-b21d12/02-elements/S02-v04-E04-模块二-美术设定-卡片整体.png"
"03-拆分素材/912d6c35b5-S02-v04-E05-模块三-AI生图-卡片整体.png","03-拆分素材","S02-匠心系列·课程目录-v04-素材-b21d12","历史拆分／按批次辨认","保留历史批次与尺寸；透明、坐标和遮挡缺项按原说明判断。","422","329","/Users/zimu/Documents/ChatGPT/分镜Skill测试/remotion-assets/分镜Skill测试/S02-匠心系列·课程目录-v04-素材-b21d12/02-elements/S02-v04-E05-模块三-AI生图-卡片整体.png"
"03-拆分素材/fd529dcbef-S02-v04-E06-模块四-AI视频生成-卡片整体.png","03-拆分素材","S02-匠心系列·课程目录-v04-素材-b21d12","历史拆分／按批次辨认","保留历史批次与尺寸；透明、坐标和遮挡缺项按原说明判断。","422","329","/Users/zimu/Documents/ChatGPT/分镜Skill测试/remotion-assets/分镜Skill测试/S02-匠心系列·课程目录-v04-素材-b21d12/02-elements/S02-v04-E06-模块四-AI视频生成-卡片整体.png"
"03-拆分素材/9f53a2dcdc-S02-v04-E07-模块五-配音与声音制作-卡片整体.png","03-拆分素材","S02-匠心系列·课程目录-v04-素材-b21d12","历史拆分／按批次辨认","保留历史批次与尺寸；透明、坐标和遮挡缺项按原说明判断。","426","329","/Users/zimu/Documents/ChatGPT/分镜Skill测试/remotion-assets/分镜Skill测试/S02-匠心系列·课程目录-v04-素材-b21d12/02-elements/S02-v04-E07-模块五-配音与声音制作-卡片整体.png"
"03-拆分素材/3f73e38904-S02-v04-E08-模块六-剪辑与后期-卡片整体.png","03-拆分素材","S02-匠心系列·课程目录-v04-素材-b21d12","历史拆分／按批次辨认","保留历史批次与尺寸；透明、坐标和遮挡缺项按原说明判断。","422","329","/Users/zimu/Documents/ChatGPT/分镜Skill测试/remotion-assets/分镜Skill测试/S02-匠心系列·课程目录-v04-素材-b21d12/02-elements/S02-v04-E08-模块六-剪辑与后期-卡片整体.png"
"03-拆分素材/268df04ebf-S02-v07-E03-人物不精致标签.png","03-拆分素材","S02-单角纹样标签·OUT印章-v07-素材-8ede50","历史拆分／按批次辨认","保留历史批次与尺寸；透明、坐标和遮挡缺项按原说明判断。","414","179","/Users/zimu/Documents/ChatGPT/分镜Skill测试/remotion-assets/分镜Skill测试/S02-单角纹样标签·OUT印章-v07-素材-8ede50/02-elements/S02-v07-E03-人物不精致标签.png"
"03-拆分素材/eac5486bac-S02-v07-E04-形式怎么选标签.png","03-拆分素材","S02-单角纹样标签·OUT印章-v07-素材-8ede50","历史拆分／按批次辨认","保留历史批次与尺寸；透明、坐标和遮挡缺项按原说明判断。","409","178","/Users/zimu/Documents/ChatGPT/分镜Skill测试/remotion-assets/分镜Skill测试/S02-单角纹样标签·OUT印章-v07-素材-8ede50/02-elements/S02-v07-E04-形式怎么选标签.png"
"03-拆分素材/0c31f4e145-S02-v07-E05-怎样避免侵权标签.png","03-拆分素材","S02-单角纹样标签·OUT印章-v07-素材-8ede50","历史拆分／按批次辨认","保留历史批次与尺寸；透明、坐标和遮挡缺项按原说明判断。","415","179","/Users/zimu/Documents/ChatGPT/分镜Skill测试/remotion-assets/分镜Skill测试/S02-单角纹样标签·OUT印章-v07-素材-8ede50/02-elements/S02-v07-E05-怎样避免侵权标签.png"
"03-拆分素材/30c5df1e5a-S02-v07-E06-经历标签.png","03-拆分素材","S02-单角纹样标签·OUT印章-v07-素材-8ede50","历史拆分／按批次辨认","保留历史批次与尺寸；透明、坐标和遮挡缺项按原说明判断。","414","178","/Users/zimu/Documents/ChatGPT/分镜Skill测试/remotion-assets/分镜Skill测试/S02-单角纹样标签·OUT印章-v07-素材-8ede50/02-elements/S02-v07-E06-经历标签.png"
"03-拆分素材/01e1d9c5ca-S02-v07-E07-身份标签.png","03-拆分素材","S02-单角纹样标签·OUT印章-v07-素材-8ede50","历史拆分／按批次辨认","保留历史批次与尺寸；透明、坐标和遮挡缺项按原说明判断。","410","178","/Users/zimu/Documents/ChatGPT/分镜Skill测试/remotion-assets/分镜Skill测试/S02-单角纹样标签·OUT印章-v07-素材-8ede50/02-elements/S02-v07-E07-身份标签.png"
"03-拆分素材/eddd940279-S02-v07-E08-职业标签.png","03-拆分素材","S02-单角纹样标签·OUT印章-v07-素材-8ede50","历史拆分／按批次辨认","保留历史批次与尺寸；透明、坐标和遮挡缺项按原说明判断。","415","178","/Users/zimu/Documents/ChatGPT/分镜Skill测试/remotion-assets/分镜Skill测试/S02-单角纹样标签·OUT印章-v07-素材-8ede50/02-elements/S02-v07-E08-职业标签.png"
"03-拆分素材/b350666064-S02-v07-E09-现状标签.png","03-拆分素材","S02-单角纹样标签·OUT印章-v07-素材-8ede50","历史拆分／按批次辨认","保留历史批次与尺寸；透明、坐标和遮挡缺项按原说明判断。","413","179","/Users/zimu/Documents/ChatGPT/分镜Skill测试/remotion-assets/分镜Skill测试/S02-单角纹样标签·OUT印章-v07-素材-8ede50/02-elements/S02-v07-E09-现状标签.png"
"03-拆分素材/1fe2c133f9-S02-v07-E10-OUT标签.png","03-拆分素材","S02-单角纹样标签·OUT印章-v07-素材-8ede50","历史拆分／按批次辨认","保留历史批次与尺寸；透明、坐标和遮挡缺项按原说明判断。","205","185","/Users/zimu/Documents/ChatGPT/分镜Skill测试/remotion-assets/分镜Skill测试/S02-单角纹样标签·OUT印章-v07-素材-8ede50/02-elements/S02-v07-E10-OUT标签.png"
"03-拆分素材/351f67bbb0-S03-v01-E02-主标题-transparent.png","03-拆分素材","S03-AI视频资产主类-v01-素材-b4e39a","透明拆分／待人工审阅","后续按轮廓透明要求制作；遮挡背景等缺项未据此判定已补齐。","505","79","/Users/zimu/Documents/ChatGPT/分镜Skill测试/remotion-assets/分镜Skill测试/S03-AI视频资产主类-v01-素材-b4e39a/02-elements/S03-v01-E02-主标题-transparent.png"
"03-拆分素材/eccd8bb4fd-S03-v01-E03-人物资产卡片-整体-transparent.png","03-拆分素材","S03-AI视频资产主类-v01-素材-b4e39a","透明拆分／待人工审阅","后续按轮廓透明要求制作；遮挡背景等缺项未据此判定已补齐。","416","630","/Users/zimu/Documents/ChatGPT/分镜Skill测试/remotion-assets/分镜Skill测试/S03-AI视频资产主类-v01-素材-b4e39a/02-elements/S03-v01-E03-人物资产卡片-整体-transparent.png"
"03-拆分素材/4fc1431b92-S03-v01-E04-场景资产卡片-整体-transparent.png","03-拆分素材","S03-AI视频资产主类-v01-素材-b4e39a","透明拆分／待人工审阅","后续按轮廓透明要求制作；遮挡背景等缺项未据此判定已补齐。","416","630","/Users/zimu/Documents/ChatGPT/分镜Skill测试/remotion-assets/分镜Skill测试/S03-AI视频资产主类-v01-素材-b4e39a/02-elements/S03-v01-E04-场景资产卡片-整体-transparent.png"
"03-拆分素材/1269972c99-S03-v01-E05-道具资产卡片-整体-transparent.png","03-拆分素材","S03-AI视频资产主类-v01-素材-b4e39a","透明拆分／待人工审阅","后续按轮廓透明要求制作；遮挡背景等缺项未据此判定已补齐。","415","630","/Users/zimu/Documents/ChatGPT/分镜Skill测试/remotion-assets/分镜Skill测试/S03-AI视频资产主类-v01-素材-b4e39a/02-elements/S03-v01-E05-道具资产卡片-整体-transparent.png"
"03-拆分素材/d466fb82ec-S03-v01-E02-主标题.png","03-拆分素材","S03-AI视频资产主类-v01-素材-fe5991","矩形裁切／有待补项","原文件含轮廓外背景或透明处理未完成，作为输入问题反例。","493","67","/Users/zimu/Documents/ChatGPT/分镜Skill测试/remotion-assets/分镜Skill测试/S03-AI视频资产主类-v01-素材-fe5991/02-elements/S03-v01-E02-主标题.png"
"03-拆分素材/d7ac83161a-S03-v01-E03-人物资产卡片-整体.png","03-拆分素材","S03-AI视频资产主类-v01-素材-fe5991","矩形裁切／有待补项","原文件含轮廓外背景或透明处理未完成，作为输入问题反例。","402","616","/Users/zimu/Documents/ChatGPT/分镜Skill测试/remotion-assets/分镜Skill测试/S03-AI视频资产主类-v01-素材-fe5991/02-elements/S03-v01-E03-人物资产卡片-整体.png"
"03-拆分素材/7e6dc3821a-S03-v01-E04-场景资产卡片-整体.png","03-拆分素材","S03-AI视频资产主类-v01-素材-fe5991","矩形裁切／有待补项","原文件含轮廓外背景或透明处理未完成，作为输入问题反例。","402","616","/Users/zimu/Documents/ChatGPT/分镜Skill测试/remotion-assets/分镜Skill测试/S03-AI视频资产主类-v01-素材-fe5991/02-elements/S03-v01-E04-场景资产卡片-整体.png"
"03-拆分素材/c2cf3ee8dd-S03-v01-E05-道具资产卡片-整体.png","03-拆分素材","S03-AI视频资产主类-v01-素材-fe5991","矩形裁切／有待补项","原文件含轮廓外背景或透明处理未完成，作为输入问题反例。","401","616","/Users/zimu/Documents/ChatGPT/分镜Skill测试/remotion-assets/分镜Skill测试/S03-AI视频资产主类-v01-素材-fe5991/02-elements/S03-v01-E05-道具资产卡片-整体.png"
"04-生图原文件/22ffac9b73-exec-513846a3-dbcf-4c2d-ab24-98652447aa81.png","04-生图原文件","分镜设计SKill","保留的生图原件","与命名输出不同的原始文件；保留其实际尺寸与内容。","1448","1086","/Users/zimu/.codex/generated_images/01a090e4-a83e-7fd0-9c27-8dacbd4deb71/exec-513846a3-dbcf-4c2d-ab24-98652447aa81.png"
"04-生图原文件/f8c02a1863-exec-e6082a97-5d39-4329-a5cd-3d05a0926dd9.png","04-生图原文件","分镜设计SKill","保留的生图原件","与命名输出不同的原始文件；保留其实际尺寸与内容。","1448","1086","/Users/zimu/.codex/generated_images/01a090e4-a83e-7fd0-9c27-8dacbd4deb71/exec-e6082a97-5d39-4329-a5cd-3d05a0926dd9.png"
"04-生图原文件/6f781cd83c-exec-ec40e34c-3b03-44e6-87b3-4b145e28689f.png","04-生图原文件","Remotion子牧动效Skill","保留的生图原件","与命名输出不同的原始文件；保留其实际尺寸与内容。","1448","1086","/Users/zimu/.codex/generated_images/01a09393-18b2-7183-ba35-ca4f7e868cbd/exec-ec40e34c-3b03-44e6-87b3-4b145e28689f.png
/Users/zimu/Documents/ChatGPT/新视频风格-分镜skill炼制/handdrawn-annotation/public/clean-background.png"
"06-演示输入/5715417dff-Frame 156.png","06-演示输入","资产首尾帧","输入或参考","既有工程使用的输入素材，与本次汇总的生成结果分别记录。","1440","1080","/Users/zimu/Documents/ChatGPT/新视频风格-分镜skill炼制/原始素材/工作台导入/Frame 156.png"
"06-演示输入/c4d9111628-Frame 157.png","06-演示输入","资产首尾帧","输入或参考","既有工程使用的输入素材，与本次汇总的生成结果分别记录。","1440","1080","/Users/zimu/Documents/ChatGPT/新视频风格-分镜skill炼制/原始素材/工作台导入/Frame 157.png"
"06-演示输入/984682aca9-资.png","06-演示输入","资产首尾帧","输入或参考","既有工程使用的输入素材，与本次汇总的生成结果分别记录。","591","1296","/Users/zimu/Documents/ChatGPT/新视频风格-分镜skill炼制/原始素材/工作台导入/资.png"
"06-演示输入/825f426a06-产.png","06-演示输入","资产首尾帧","输入或参考","既有工程使用的输入素材，与本次汇总的生成结果分别记录。","535","1350","/Users/zimu/Documents/ChatGPT/新视频风格-分镜skill炼制/原始素材/工作台导入/产.png"
"06-演示输入/737ef1282f-Assets..png","06-演示输入","资产首尾帧","输入或参考","既有工程使用的输入素材，与本次汇总的生成结果分别记录。","257","98","/Users/zimu/Documents/ChatGPT/新视频风格-分镜skill炼制/原始素材/工作台导入/Assets..png"
"06-演示输入/36f59c7c2b-image.png","06-演示输入","资产首尾帧","输入或参考","既有工程使用的输入素材，与本次汇总的生成结果分别记录。","1448","1086","/Users/zimu/Documents/ChatGPT/新视频风格-分镜skill炼制/原始素材/工作台导入/image.png"
"06-演示输入/6b4b9fbb1f-视频背景素材-有条纹2.mp4","06-演示输入","资产首尾帧","输入或参考","既有工程使用的输入素材，与本次汇总的生成结果分别记录。","","","/Users/zimu/Documents/ChatGPT/新视频风格-分镜skill炼制/原始素材/工作台导入/视频背景素材-有条纹2.mp4"
"06-演示输入/18f3b1ebb7-reference.png","06-演示输入","圈线演示","输入或参考","既有工程使用的输入素材，与本次汇总的生成结果分别记录。","1448","1086","/Users/zimu/Documents/ChatGPT/新视频风格-分镜skill炼制/handdrawn-annotation/public/reference.png"
"06-演示输入/88020b944c-light-v1.png","06-演示输入","指定底板","输入或参考","既有工程使用的输入素材，与本次汇总的生成结果分别记录。","2160","1620","/Users/zimu/.codex/skills/zimu-storyboard-4x3/assets/backgrounds/light-v1.png"
"01-静态分镜/ff74a4b663-exec-f55dfc22-bacd-413b-9e6a-79ade07f0387.png","01-静态分镜","乔布斯与库克｜静态五版","历史首版","随后要求人物模糊，并继续调整明暗与底色。","1672","941","/Users/zimu/.codex/generated_images/01a032fa-6c16-7312-87e9-e467ffbc52dc/exec-f55dfc22-bacd-413b-9e6a-79ade07f0387.png"
"01-静态分镜/8692f6e105-exec-e83eb80d-b49c-43c7-9042-3dbc355a55ab.png","01-静态分镜","乔布斯与库克｜静态五版","历史修改版","先弱化人物；后续仍继续调整人物大小、底色和纹理。","1672","941","/Users/zimu/.codex/generated_images/01a032fa-6c16-7312-87e9-e467ffbc52dc/exec-e83eb80d-b49c-43c7-9042-3dbc355a55ab.png"
"01-静态分镜/7f056c8838-exec-79918e78-231b-4141-9a08-f6141bcaa341.png","01-静态分镜","乔布斯与库克｜静态五版","用户要求继续修改","用户指出画面太黑、暗角和噪点太重；中性底色也不代表人物必须去色。","1672","941","/Users/zimu/.codex/generated_images/01a032fa-6c16-7312-87e9-e467ffbc52dc/exec-79918e78-231b-4141-9a08-f6141bcaa341.png"
"01-静态分镜/06f2977810-exec-6a4afd01-38e4-4f19-867d-0307211e02ed.png","01-静态分镜","乔布斯与库克｜静态五版","用户要求继续修改","恢复色彩与明暗层次；下一轮要求去掉文档硬描边，改用材质与柔和阴影分层。","1672","941","/Users/zimu/.codex/generated_images/01a032fa-6c16-7312-87e9-e467ffbc52dc/exec-6a4afd01-38e4-4f19-867d-0307211e02ed.png"
"01-静态分镜/e38a36e8d7-exec-77baf961-0a5c-4f0e-950e-775db76178fc.png","01-静态分镜","乔布斯与库克｜静态五版","用户明确认可","「测试1-制作单一分镜」T007明确认可本版。文献只作构图与材质示例，不用于证明人物相关事实。","1672","941","/Users/zimu/.codex/generated_images/01a032fa-6c16-7312-87e9-e467ffbc52dc/exec-77baf961-0a5c-4f0e-950e-775db76178fc.png
/Users/zimu/Documents/ChatGPT/B-roll分镜 skill/remotion-assets/jobs-cook-document-comparison/00-reference-storyboard.png"
"01-静态分镜/2feeb3a2e8-exec-17de66d5-4825-4ec6-beaf-acbb18d86d1f.png","01-静态分镜","构图原型｜抽象程度","历史原型图","早期原型；后续要求删掉具体图表和文字细节，避免锁死内容。","1672","941","/Users/zimu/.codex/generated_images/01a032d1-ef5f-79f1-bd65-027b36f57fd6/exec-17de66d5-4825-4ec6-beaf-acbb18d86d1f.png"
"01-静态分镜/f12dd104dd-exec-a653e255-398d-43c7-b955-4a5681355e4c.png","01-静态分镜","构图原型｜抽象程度","历史原型图","改为内容区、主体、标签与字幕区；后续进一步明确人物占位方式。","1672","941","/Users/zimu/.codex/generated_images/01a032d1-ef5f-79f1-bd65-027b36f57fd6/exec-a653e255-398d-43c7-b955-4a5681355e4c.png"
"01-静态分镜/beabc391dc-exec-d4638c89-9363-434b-acf3-e05e57deea9e.png","01-静态分镜","构图原型｜抽象程度","历史原型图","按每侧一个头肩轮廓表达人物位置，保留尺寸关系与字幕区；可换内容，不照搬具体人物。","1672","941","/Users/zimu/.codex/generated_images/01a032d1-ef5f-79f1-bd65-027b36f57fd6/exec-d4638c89-9363-434b-acf3-e05e57deea9e.png"
"03-拆分素材/97167cab0f-01-background.png","03-拆分素材","乔布斯与库克｜旧素材与输入","历史输入／保留过程","已有背景素材；与前景分别保存。","1672","941","/Users/zimu/Documents/ChatGPT/B-roll分镜 skill/remotion-assets/jobs-cook-document-comparison/01-background.png
/Users/zimu/.codex/generated_images/01a032fa-6c16-7312-87e9-e467ffbc52dc/exec-c254f108-1f2f-4087-bdbc-663293ce8b70.png"
"03-拆分素材/a792bc4444-02-document-left.png","03-拆分素材","乔布斯与库克｜旧素材与输入","历史输入／保留过程","当时生成的独立素材；不能当作从采用图逐像素裁出的原件。带棋盘格的文件须先辨认是否真实透明。","1055","1491","/Users/zimu/Documents/ChatGPT/B-roll分镜 skill/remotion-assets/jobs-cook-document-comparison/02-document-left.png
/Users/zimu/.codex/generated_images/01a032fa-6c16-7312-87e9-e467ffbc52dc/exec-b04ae2b4-732e-4928-9523-e3cfc35b29b7.png"
"03-拆分素材/10731f9b32-03-document-right.png","03-拆分素材","乔布斯与库克｜旧素材与输入","历史输入／保留过程","当时生成的独立素材；不能当作从采用图逐像素裁出的原件。带棋盘格的文件须先辨认是否真实透明。","1023","1537","/Users/zimu/Documents/ChatGPT/B-roll分镜 skill/remotion-assets/jobs-cook-document-comparison/03-document-right.png
/Users/zimu/.codex/generated_images/01a032fa-6c16-7312-87e9-e467ffbc52dc/exec-4deaa49a-0722-4c9d-9e26-4929a1d1dc9b.png"
"03-拆分素材/7047eef7a6-04-steve-jobs.png","03-拆分素材","乔布斯与库克｜旧素材与输入","历史输入／保留过程","历史预模糊人物，后来改为清晰人物先去底，再在动效里模糊。","1126","1397","/Users/zimu/Documents/ChatGPT/B-roll分镜 skill/remotion-assets/jobs-cook-document-comparison/04-steve-jobs.png
/Users/zimu/.codex/generated_images/01a032fa-6c16-7312-87e9-e467ffbc52dc/exec-96b66660-6779-41ed-a6c1-9c25af400e4c.png"
"03-拆分素材/83618582d5-05-tim-cook.png","03-拆分素材","乔布斯与库克｜旧素材与输入","历史输入／保留过程","历史预模糊人物，后来改为清晰人物先去底，再在动效里模糊。","1175","1339","/Users/zimu/Documents/ChatGPT/B-roll分镜 skill/remotion-assets/jobs-cook-document-comparison/05-tim-cook.png
/Users/zimu/.codex/generated_images/01a032fa-6c16-7312-87e9-e467ffbc52dc/exec-2af01179-8077-445f-acdf-0403e403cc4d.png"
"03-拆分素材/b7dfdeda8c-06-label-steve-jobs.png","03-拆分素材","乔布斯与库克｜旧素材与输入","历史输入／保留过程","当时生成的独立素材；不能当作从采用图逐像素裁出的原件。带棋盘格的文件须先辨认是否真实透明。","1797","875","/Users/zimu/Documents/ChatGPT/B-roll分镜 skill/remotion-assets/jobs-cook-document-comparison/06-label-steve-jobs.png
/Users/zimu/.codex/generated_images/01a032fa-6c16-7312-87e9-e467ffbc52dc/exec-b1fcdd5c-d2da-4420-8e0e-8a736d738377.png"
"03-拆分素材/7256de56a0-07-label-tim-cook.png","03-拆分素材","乔布斯与库克｜旧素材与输入","历史输入／保留过程","当时生成的独立素材；不能当作从采用图逐像素裁出的原件。带棋盘格的文件须先辨认是否真实透明。","1721","914","/Users/zimu/Documents/ChatGPT/B-roll分镜 skill/remotion-assets/jobs-cook-document-comparison/07-label-tim-cook.png
/Users/zimu/.codex/generated_images/01a032fa-6c16-7312-87e9-e467ffbc52dc/exec-d03211c8-f804-4568-a757-af48b0ba2c12.png"
"03-拆分素材/5c8def9353-08-steve-jobs-sharp.png","03-拆分素材","乔布斯与库克｜旧素材与输入","历史输入／保留过程","当时生成的独立素材；不能当作从采用图逐像素裁出的原件。带棋盘格的文件须先辨认是否真实透明。","1254","1254","/Users/zimu/Documents/ChatGPT/B-roll分镜 skill/remotion-assets/jobs-cook-document-comparison/08-steve-jobs-sharp.png
/Users/zimu/.codex/generated_images/01a032fa-6c16-7312-87e9-e467ffbc52dc/exec-da8a4246-0457-4941-add3-5b9b94538811.png"
"03-拆分素材/f44f2bf88d-09-tim-cook-sharp.png","03-拆分素材","乔布斯与库克｜旧素材与输入","历史输入／保留过程","当时生成的独立素材；不能当作从采用图逐像素裁出的原件。带棋盘格的文件须先辨认是否真实透明。","1254","1254","/Users/zimu/Documents/ChatGPT/B-roll分镜 skill/remotion-assets/jobs-cook-document-comparison/09-tim-cook-sharp.png
/Users/zimu/.codex/generated_images/01a032fa-6c16-7312-87e9-e467ffbc52dc/exec-cdaa8375-0fe9-4f88-acb5-5b97004c5c22.png"
"03-拆分素材/a9a14559e4-02-document-left-transparent.png","03-拆分素材","乔布斯与库克｜透明素材","已有透明处理","已有透明处理文件；用实际深浅背景观察边缘。T012认可当时处理流程，不将每处边缘说成绝对完美。","1055","1491","/Users/zimu/Documents/ChatGPT/B-roll分镜 skill/remotion-assets/jobs-cook-document-comparison/visionkit-transparent/02-document-left-transparent.png"
"03-拆分素材/c675244aad-03-document-right-transparent.png","03-拆分素材","乔布斯与库克｜透明素材","已有透明处理","已有透明处理文件；用实际深浅背景观察边缘。T012认可当时处理流程，不将每处边缘说成绝对完美。","1023","1537","/Users/zimu/Documents/ChatGPT/B-roll分镜 skill/remotion-assets/jobs-cook-document-comparison/visionkit-transparent/03-document-right-transparent.png"
"03-拆分素材/241c0324dd-06-label-steve-jobs-transparent.png","03-拆分素材","乔布斯与库克｜透明素材","已有透明处理","已有透明处理文件；用实际深浅背景观察边缘。T012认可当时处理流程，不将每处边缘说成绝对完美。","1797","875","/Users/zimu/Documents/ChatGPT/B-roll分镜 skill/remotion-assets/jobs-cook-document-comparison/visionkit-transparent/06-label-steve-jobs-transparent.png"
"03-拆分素材/dcad157d78-07-label-tim-cook-transparent.png","03-拆分素材","乔布斯与库克｜透明素材","已有透明处理","已有透明处理文件；用实际深浅背景观察边缘。T012认可当时处理流程，不将每处边缘说成绝对完美。","1721","914","/Users/zimu/Documents/ChatGPT/B-roll分镜 skill/remotion-assets/jobs-cook-document-comparison/visionkit-transparent/07-label-tim-cook-transparent.png"
"03-拆分素材/6aad360799-08-steve-jobs-sharp-transparent.png","03-拆分素材","乔布斯与库克｜透明素材","已有透明处理","已有透明处理文件；用实际深浅背景观察边缘。T012认可当时处理流程，不将每处边缘说成绝对完美。","1254","1254","/Users/zimu/Documents/ChatGPT/B-roll分镜 skill/remotion-assets/jobs-cook-document-comparison/visionkit-transparent/08-steve-jobs-sharp-transparent.png"
